"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 20 18:33:34 CST 2023","Tue Jun 20 18:33:34 CST 2023","150","testcases.test_case_optimize","case_optimize","","","","test_mobile",""
